time,Coincident Index,Coincident ann,manufac,home,manufac,home
Nov-08,87.0,-16.826003824091774,22849016.416666664,50670552.625,-5.20550506086388,-0.25728707829651976
Dec-08,81.7,-21.967526265520533,22465153.041666664,50571075.625,-13.003846715094225,-2.424453080752609
Jan-09,75.3,-27.873563218390807,22094921.166666664,50507018.45833333,-18.710860813286835,-1.0395577472398165
Feb-09,69.9,-33.30152671755724,21757119.25,50248850.41666666,-26.365307362748357,-6.14193456761849
Mar-09,69.2,-33.33333333333333,21456719.666666664,49932086.08333333,-24.442316512327643,-5.4990633839887
Apr-09,70.3,-31.68124392614189,21188766.583333332,49785079.54166666,-20.457488808605873,2.772014141611301
May-09,72.2,-29.834791059280853,21009599.5,49674962.41666666,-19.3754324563464,-2.8029946913202375
Jun-09,73.3,-26.99203187250997,20965990.5,49606450.95833333,-16.981239790488523,-2.5113728881281383
Jul-09,74.0,-25.77733199598796,21070172.125,49640030.75,-16.26376687670763,-0.87521761309165
Aug-09,75.7,-21.391484942886805,21290456.0,49735929.25,-14.11938063576541,-9.374021439430713
Sep-09,77.9,-18.429319371727747,21581157.416666664,49786717.95833333,-13.696031810308362,-3.4694269368893083
Oct-09,79.9,-13.528138528138523,21861415.041666664,49923915.416666664,-11.157281049389912,-3.5815275358048626
Nov-09,81.5,-6.3218390804597675,22087175.666666664,50120830.125,-6.169014847717924,-2.0664423045805624
Dec-09,83.1,1.7135862913096656,22298297.208333336,50224987.08333333,1.8523516851230326,-1.3986023789367308
Jan-10,85.6,13.678618857901714,22502820.416666664,50348472.95833333,10.791068106443324,2.5602896168050115
Feb-10,86.7,24.034334763948493,22706840.416666664,50634768.45833333,17.660541227606164,1.4759419912317995
Mar-10,87.6,26.589595375722517,22911627.583333332,51225386.375,19.91578167239869,0.8223700342931961
Apr-10,88.8,26.315789473684205,23063788.166666664,51708551.416666664,15.160726120170477,5.876188957768602
May-10,88.2,22.160664819944586,23161932.583333332,51798499.08333333,12.428691456348195,4.140330019277227
Jun-10,88.6,20.873124147339706,23253428.333333332,51815695.666666664,11.980444950183822,1.5302572487760457
Jul-10,89.2,20.540540540540555,23353086.875,51874580.25,10.092029298868589,4.687087251496225
Aug-10,89.9,18.758256274768836,23445210.25,52030318.45833333,11.637794684067536,8.19129418572533
Sep-10,90.1,15.661103979460833,23426008.5,52152707.58333333,10.397019484284243,18.76380089109244
Oct-10,89.7,12.265331664580724,23309204.25,52023412.58333333,5.757701864879006,4.367506974872404
Nov-10,91.7,12.515337423312879,23220671.333333332,51722189.041666664,4.76057890128041,0.3869516912349047
Dec-10,91.6,10.228640192539107,23160925.5,51451653.33333333,5.234395781519652,0.48921469134248774
Jan-11,91.7,7.126168224299079,23082627.916666664,51227850.5,5.761138755854445,1.9643003290189087
Feb-11,93.0,7.26643598615917,22973443.291666664,50776976.416666664,4.561582948203147,4.615889323834499
Mar-11,86.7,-1.0273972602739656,22856035.75,50085485.58333333,-6.260049703057769,0.7438635762562429
Apr-11,85.2,-4.0540540540540455,22765813.5,49578938.79166666,-6.16438832358609,-6.700953385828767
May-11,87.1,-1.2471655328798237,22712002.625,49290354.45833333,-3.3409400173323944,-8.083099544363648
Jun-11,89.3,0.7900677200902928,22653334.625,49090218.08333333,-2.829959524564152,-6.310605328149277
Jul-11,90.7,1.681614349775784,22566734.583333332,48943472.791666664,-4.71468090000684,-5.09873964111801
Aug-11,91.8,2.1134593993325845,22511029.333333332,48822960.95833333,-5.775401654818257,-13.594067600537151
Sep-11,92.4,2.5527192008879096,22565565.208333332,48902873.33333333,-5.598847814261287,-13.813042411055266
Oct-11,94.3,5.128205128205132,22677185.666666664,49013723.125,-3.212976353527164,-7.918308307865218
Nov-11,92.7,1.0905125408942284,22745010.875,49033274.95833333,-2.2536624363969637,-6.977073613463491
Dec-11,94.9,3.60262008733625,22742736.166666664,49077240.416666664,-3.847789055827533,-3.3429330071348518
Jan-12,95.2,3.8167938931297662,22706597.125,48915566.75,-5.213944468244447,-3.099193820614665
Feb-12,96.0,3.2258064516129004,22676945.583333332,48847955.625,-0.6640098103193437,-1.7234487375177965
Mar-12,97.0,11.880046136101496,22644133.958333332,48995283.375,6.805342044356588,5.740107139037454
Apr-12,95.7,12.323943661971825,22592164.0,49027126.916666664,5.844502650210681,-0.5331229992763253
May-12,95.2,9.299655568312293,22516134.5,49044818.375,1.8658838606547379,1.7055075166547695
Jun-12,93.4,4.591265397536404,22433243.75,49199676.33333333,-1.95911180931152,0.8050466859721217
Jul-12,92.9,2.4255788313120252,22359296.041666664,49324393.25,-1.6867160871626319,-8.598464746401202
Aug-12,93.1,1.4161220043573008,22256488.208333332,49262768.20833333,-1.3079840737302617,4.965117563174903
Sep-12,91.7,-0.7575757575757569,22141312.958333332,49038977.625,-2.058268673217467,1.8129038786269591
