※データは速報値であり、推計値などが含まれます,,,,,,,,,,,,,,
※データは過去にさかのぼり修正する場合があります,,,,,,,,,,,,,,
※四捨五入の関係で合計が合わないことがあります,,,,,,,,,,,,,,
※例えば、0:00の実績値は、0時00分から1時00分までの1時間平均値を示します,,,,,,,,,,,,,,
,,エリア需要,原子力,火力,水力,地熱,バイオマス,太陽光実績,太陽光抑制量,風力実績,風力抑制量,揚水,連系線,
DATE,TIME,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,MWh,
2017/4/30,22:00,2327,0,1260,1436,,6,0,0,2,0,0,-378,
2017/4/30,23:00,2274,0,1259,1400,,7,0,0,2,0,-60,-333,
2017/5/1,0:00,2225,0,1247,1285,,6,0,0,0,0,-122,-192,
2017/5/1,1:00,2345,0,1255,1386,,6,0,0,1,0,-120,-182,
2017/5/1,2:00,2594,0,1259,1448,,6,0,0,5,0,-12,-112,
2017/5/1,3:00,2693,0,1258,1543,,6,0,0,9,0,0,-123,
2017/5/1,4:00,2695,0,1255,1520,,6,0,0,14,0,0,-100,
2017/5/1,5:00,2591,0,1258,1426,,6,3,0,14,0,0,-118,
2017/5/1,6:00,2573,0,1257,1378,,6,11,0,19,0,0,-98,
2017/5/1,7:00,2624,0,1256,1427,,6,14,0,6,0,0,-85,
2017/5/1,8:00,2902,0,1268,1621,,6,41,0,4,0,0,-38,
2017/5/1,9:00,3112,0,1268,1818,,6,30,0,9,0,0,-20,
2017/5/1,10:00,3190,0,1268,1882,,6,45,0,2,0,0,-13,
2017/5/1,11:00,3193,0,1268,1831,,6,111,0,3,0,0,-26,
2017/5/1,12:00,2985,0,1267,1572,,6,199,0,3,0,0,-62,
2017/5/1,13:00,3064,0,1270,1487,,6,323,0,22,0,0,-44,
2017/5/1,14:00,3055,0,1279,1424,,6,329,0,22,0,0,-6,
2017/5/1,15:00,2989,0,1325,1407,,6,263,0,15,0,0,-28,
2017/5/1,16:00,2980,0,1320,1501,,6,167,0,12,0,0,-28,
2017/5/1,17:00,2938,0,1309,1621,,6,72,0,8,0,0,-79,
2017/5/1,18:00,2974,0,1285,1753,,6,8,0,5,0,0,-82,
2017/5/1,19:00,2986,0,1266,1809,,6,0,0,5,0,0,-101,
2017/5/1,20:00,2913,0,1272,1725,,6,0,0,9,0,0,-99,
2017/5/1,21:00,2782,0,1271,1579,,6,0,0,8,0,0,-82,
2017/5/1,22:00,2657,0,1261,1448,,6,0,0,8,0,0,-66,
2017/5/1,23:00,2572,0,1259,1366,,6,0,0,8,0,0,-67,
2017/5/2,0:00,2498,0,1253,1355,,6,0,0,6,0,0,-122,
2017/5/2,1:00,2610,0,1257,1456,,6,0,0,5,0,0,-113,
2017/5/2,2:00,2825,0,1255,1658,,6,0,0,4,0,0,-98,
2017/5/2,3:00,2944,0,1259,1824,,6,0,0,2,0,0,-147,
2017/5/2,4:00,2955,0,1362,1705,,6,0,0,0,0,0,-119,
2017/5/2,5:00,2840,0,1425,1492,,6,21,0,0,0,0,-105,
2017/5/2,6:00,2759,0,1528,1271,,6,90,0,0,0,0,-136,
2017/5/2,7:00,2670,0,1459,1192,,6,185,0,0,0,0,-172,
2017/5/2,8:00,2818,0,1440,1291,,6,307,0,1,0,0,-226,
2017/5/2,9:00,2929,0,1429,1343,,6,410,0,8,0,0,-267,
2017/5/2,10:00,2966,0,1336,1306,,6,507,0,16,0,0,-205,
2017/5/2,11:00,2971,0,1277,1269,,6,543,0,17,0,-8,-132,
2017/5/2,12:00,2822,0,1271,1253,,6,537,0,17,0,-122,-140,
2017/5/2,13:00,2942,0,1264,1408,,7,503,0,24,0,-122,-141,
2017/5/2,14:00,2916,0,1266,1427,,6,427,0,31,0,0,-240,
2017/5/2,15:00,2874,0,1265,1443,,6,316,0,33,0,0,-190,
2017/5/2,16:00,2882,0,1264,1529,,6,191,0,29,0,0,-137,
2017/5/2,17:00,2846,0,1268,1666,,6,71,0,28,0,0,-193,
2017/5/2,18:00,2879,0,1262,1906,,6,7,0,23,0,0,-325,
2017/5/2,19:00,2911,0,1262,1946,,6,0,0,35,0,0,-338,
2017/5/2,20:00,2843,0,1263,1820,,6,0,0,35,0,0,-281,
2017/5/2,21:00,2706,0,1263,1536,,6,0,0,28,0,0,-127,
2017/5/2,22:00,2587,0,1257,1426,,6,0,0,49,0,0,-151,
2017/5/2,23:00,2520,0,1262,1327,,6,0,0,48,0,0,-123,
2017/5/3,0:00,2430,0,1256,1239,,6,0,0,45,0,0,-116,
2017/5/3,1:00,2539,0,1257,1369,,6,0,0,42,0,0,-135,
2017/5/3,2:00,2762,0,1261,1604,,6,0,0,33,0,0,-142,
2017/5/3,3:00,2868,0,1265,1749,,6,0,0,26,0,0,-178,
2017/5/3,4:00,2805,0,1261,1670,,6,0,0,21,0,0,-153,
2017/5/3,5:00,2643,0,1260,1537,,6,18,0,16,0,0,-194,
2017/5/3,6:00,2415,0,1240,1304,,6,78,0,9,0,0,-222,
2017/5/3,7:00,2299,0,1080,1190,,6,158,0,2,0,0,-137,
2017/5/3,8:00,2323,0,1062,1154,,6,237,0,6,0,0,-141,
2017/5/3,9:00,2355,0,990,1148,,6,336,0,10,0,0,-136,
2017/5/3,10:00,2372,0,893,1152,,6,409,0,5,0,0,-93,
2017/5/3,11:00,2376,0,910,1140,,6,428,0,4,0,0,-112,
2017/5/3,12:00,2384,0,946,1186,,6,449,0,7,0,-120,-90,
2017/5/3,13:00,2375,0,892,1218,,6,383,0,12,0,-22,-113,
2017/5/3,14:00,2339,0,1008,1267,,6,294,0,9,0,0,-246,
2017/5/3,15:00,2334,0,1133,1273,,6,208,0,5,0,0,-291,
2017/5/3,16:00,2355,0,1187,1319,,6,115,0,3,0,0,-275,
2017/5/3,17:00,2415,0,1238,1412,,6,47,0,4,0,0,-292,
2017/5/3,18:00,2495,0,1264,1608,,6,8,0,3,0,0,-393,
2017/5/3,19:00,2536,0,1328,1621,,6,0,0,10,0,0,-428,
2017/5/3,20:00,2454,0,1428,1464,,6,0,0,20,0,0,-463,
2017/5/3,21:00,2360,0,1349,1326,,6,0,0,24,0,0,-346,
2017/5/3,22:00,2271,0,1112,1296,,6,0,0,24,0,0,-166,
2017/5/3,23:00,2216,0,992,1241,,6,0,0,25,0,0,-49,
2017/5/4,0:00,2171,0,793,1407,,6,0,0,18,0,0,-53,
2017/5/4,1:00,2269,0,830,1475,,6,0,0,16,0,0,-59,
2017/5/4,2:00,2502,0,902,1639,,6,0,0,8,0,0,-53,
2017/5/4,3:00,2604,0,932,1638,,6,0,0,8,0,0,21,
2017/5/4,4:00,2579,0,902,1637,,6,0,0,10,0,0,24,
2017/5/4,5:00,2406,0,852,1475,,6,19,0,7,0,0,47,
2017/5/4,6:00,2215,0,839,1322,,6,75,0,6,0,0,-33,
2017/5/4,7:00,2098,0,792,1221,,6,186,0,8,0,0,-116,
2017/5/4,8:00,2116,0,770,1132,,6,323,0,6,0,0,-122,
2017/5/4,9:00,2170,0,752,1141,,6,431,0,3,0,0,-163,
2017/5/4,10:00,2209,0,631,1165,,6,502,0,2,0,0,-97,
2017/5/4,11:00,2243,0,625,1179,,6,535,0,1,0,0,-105,
2017/5/4,12:00,2247,0,666,1264,,6,528,0,1,0,-118,-100,
2017/5/4,13:00,2234,0,742,1237,,6,491,0,1,0,-120,-123,
2017/5/4,14:00,2217,0,799,1239,,6,411,0,1,0,-120,-119,
2017/5/4,15:00,2207,0,802,1243,,6,285,0,2,0,0,-131,
2017/5/4,16:00,2246,0,798,1325,,6,186,0,1,0,0,-70,
2017/5/4,17:00,2335,0,799,1493,,6,73,0,5,0,0,-42,
2017/5/4,18:00,2410,0,800,1624,,6,9,0,15,0,0,-44,
2017/5/4,19:00,2459,0,800,1686,,6,0,0,23,0,0,-56,
2017/5/4,20:00,2377,0,798,1606,,6,0,0,27,0,0,-61,
2017/5/4,21:00,2265,0,800,1439,,6,0,0,39,0,0,-20,
2017/5/4,22:00,2156,0,800,1303,,6,0,0,41,0,0,6,
2017/5/4,23:00,2104,0,803,1266,,6,0,0,34,0,0,-4,
2017/5/5,0:00,2066,0,798,1315,,6,0,0,26,0,0,-79,
2017/5/5,1:00,2154,0,841,1359,,6,0,0,16,0,0,-69,
2017/5/5,2:00,2394,0,848,1597,,6,0,0,14,0,0,-70,
2017/5/5,3:00,2477,0,837,1757,,6,0,0,19,0,0,-142,
2017/5/5,4:00,2453,0,836,1776,,6,0,0,17,0,0,-182,
2017/5/5,5:00,2274,0,815,1571,,6,19,0,13,0,0,-150,
2017/5/5,6:00,2113,0,799,1347,,6,85,0,11,0,0,-136,
2017/5/5,7:00,2042,0,800,1215,,6,169,0,11,0,0,-158,
2017/5/5,8:00,2079,0,792,1204,,6,217,0,10,0,0,-150,
2017/5/5,9:00,2161,0,713,1189,,6,368,0,10,0,0,-125,
2017/5/5,10:00,2211,0,708,1185,,6,486,0,10,0,-58,-126,
2017/5/5,11:00,2260,0,745,1244,,6,496,0,17,0,-120,-128,
2017/5/5,12:00,2250,0,682,1335,,6,427,0,19,0,-120,-98,
2017/5/5,13:00,2249,0,728,1286,,6,323,0,17,0,0,-111,
2017/5/5,14:00,2254,0,822,1285,,6,269,0,7,0,0,-135,
2017/5/5,15:00,2243,0,824,1400,,6,163,0,3,0,0,-153,
2017/5/5,16:00,2262,0,827,1391,,6,146,0,0,0,0,-110,
2017/5/5,17:00,2333,0,954,1408,,6,70,0,1,0,0,-106,
2017/5/5,18:00,2417,0,983,1569,,6,9,0,3,0,0,-153,
2017/5/5,19:00,2478,0,985,1663,,6,0,0,6,0,0,-183,
2017/5/5,20:00,2395,0,892,1587,,6,0,0,9,0,0,-99,
2017/5/5,21:00,2288,0,845,1520,,6,0,0,13,0,0,-96,
2017/5/5,22:00,2180,0,843,1404,,6,0,0,27,0,0,-100,
2017/5/5,23:00,2119,0,898,1292,,6,0,0,28,0,0,-105,
2017/5/6,0:00,2050,0,944,1439,,6,0,0,28,0,0,-367,
2017/5/6,1:00,2143,0,995,1544,,6,0,0,32,0,0,-434,
2017/5/6,2:00,2373,0,1143,1625,,6,0,0,38,0,0,-439,
2017/5/6,3:00,2459,0,1283,1587,,6,0,0,55,0,0,-472,
2017/5/6,4:00,2399,0,1281,1504,,6,0,0,73,0,0,-465,
2017/5/6,5:00,2240,0,1279,1360,,6,3,0,76,0,0,-484,
2017/5/6,6:00,2125,0,1276,1226,,6,14,0,74,0,0,-470,
2017/5/6,7:00,2169,0,1276,1193,,6,24,0,80,0,0,-410,
2017/5/6,8:00,2303,0,1265,1380,,6,25,0,69,0,0,-442,
2017/5/6,9:00,2438,0,1252,1519,,6,30,0,73,0,0,-442,
2017/5/6,10:00,2479,0,1245,1577,,6,38,0,50,0,0,-437,
2017/5/6,11:00,2492,0,1258,1596,,6,43,0,16,0,0,-428,
2017/5/6,12:00,2441,0,1262,1537,,6,49,0,6,0,0,-419,
2017/5/6,13:00,2421,0,1262,1497,,6,59,0,4,0,0,-408,
2017/5/6,14:00,2398,0,1281,1448,,6,73,0,5,0,0,-415,
2017/5/6,15:00,2377,0,1279,1432,,6,73,0,4,0,0,-417,
2017/5/6,16:00,2375,0,1276,1467,,6,58,0,5,0,0,-438,
2017/5/6,17:00,2428,0,1285,1512,,6,34,0,6,0,0,-414,
2017/5/6,18:00,2520,0,1376,1537,,6,5,0,4,0,0,-409,
2017/5/6,19:00,2543,0,1378,1557,,6,0,0,10,0,0,-409,
2017/5/6,20:00,2481,0,1332,1553,,6,0,0,19,0,0,-430,
2017/5/6,21:00,2362,0,1311,1472,,6,0,0,17,0,0,-444,
2017/5/6,22:00,2261,0,1281,1383,,6,0,0,17,0,0,-426,
2017/5/6,23:00,2204,0,1241,1296,,6,0,0,26,0,0,-365,
2017/5/7,0:00,2149,0,1061,1294,,6,0,0,42,0,0,-254,
2017/5/7,1:00,2241,0,1059,1344,,6,0,0,46,0,0,-214,
2017/5/7,2:00,2445,0,1176,1464,,6,0,0,49,0,0,-250,
2017/5/7,3:00,2555,0,1211,1498,,6,0,0,59,0,0,-220,
2017/5/7,4:00,2520,0,1106,1534,,6,0,0,53,0,0,-179,
2017/5/7,5:00,2355,0,1067,1431,,6,18,0,41,0,0,-208,
2017/5/7,6:00,2179,0,940,1361,,6,74,0,25,0,0,-227,
2017/5/7,7:00,2098,0,760,1293,,6,171,0,21,0,0,-153,
2017/5/7,8:00,2141,0,773,1257,,6,297,0,24,0,-120,-96,
2017/5/7,9:00,2205,0,709,1253,,6,396,0,39,0,-120,-79,
2017/5/7,10:00,2241,0,704,1215,,6,470,0,64,0,-120,-98,
2017/5/7,11:00,2300,0,694,1220,,6,525,0,82,0,-120,-107,
2017/5/7,12:00,2294,0,629,1192,,6,534,0,74,0,0,-141,
2017/5/7,13:00,2238,0,625,1205,,6,506,0,59,0,0,-162,
2017/5/7,14:00,2230,0,861,1201,,6,431,0,43,0,0,-312,
2017/5/7,15:00,2229,0,1036,1168,,6,317,0,37,0,0,-334,
2017/5/7,16:00,2270,0,1213,1294,,6,187,0,28,0,0,-458,
2017/5/7,17:00,2356,0,1290,1431,,6,69,0,17,0,0,-456,
2017/5/7,18:00,2484,0,1306,1592,,6,9,0,19,0,0,-448,
2017/5/7,19:00,2559,0,1303,1655,,6,0,0,33,0,0,-438,
2017/5/7,20:00,2542,0,1312,1652,,6,0,0,47,0,0,-475,
2017/5/7,21:00,2440,0,1307,1552,,6,0,0,58,0,0,-484,
2017/5/7,22:00,2323,0,1291,1444,,6,0,0,58,0,0,-476,
2017/5/7,23:00,2275,0,1286,1302,,6,0,0,65,0,0,-384,
2017/5/8,0:00,2172,0,1075,1228,,6,0,0,66,0,0,-203,
2017/5/8,1:00,2287,0,1068,1265,,6,0,0,69,0,0,-122,
2017/5/8,2:00,2471,0,1206,1358,,6,0,0,83,0,0,-182,
2017/5/8,3:00,2587,0,1199,1530,,6,0,0,95,0,0,-243,
2017/5/8,4:00,2543,0,1198,1474,,6,0,0,89,0,0,-224,
2017/5/8,5:00,2473,0,1200,1392,,6,21,0,94,0,0,-240,
2017/5/8,6:00,2495,0,1264,1220,,6,91,0,95,0,0,-181,
2017/5/8,7:00,2537,0,1221,1160,,6,199,0,87,0,0,-136,
2017/5/8,8:00,2816,0,1262,1286,,6,319,0,85,0,0,-142,
2017/5/8,9:00,3090,0,1284,1402,,6,424,0,75,0,0,-101,
2017/5/8,10:00,3171,0,1240,1454,,6,495,0,66,0,0,-92,
2017/5/8,11:00,3226,0,1236,1469,,6,528,0,57,0,0,-69,
2017/5/8,12:00,3028,0,1248,1293,,6,522,0,37,0,0,-79,
2017/5/8,13:00,3226,0,1347,1410,,6,482,0,33,0,0,-53,
2017/5/8,14:00,3255,0,1363,1563,,6,410,0,24,0,0,-111,
2017/5/8,15:00,3237,0,1401,1638,,6,303,0,23,0,0,-134,
2017/5/8,16:00,3248,0,1473,1748,,6,182,0,10,0,0,-171,
2017/5/8,17:00,3154,0,1457,1716,,6,68,0,3,0,0,-97,
2017/5/8,18:00,3166,0,1453,2003,,6,6,0,2,0,0,-304,
2017/5/8,19:00,3141,0,1460,1849,,6,0,0,4,0,0,-178,
2017/5/8,20:00,2990,0,1440,1576,,6,0,0,2,0,0,-34,
2017/5/8,21:00,2880,0,1429,1429,,6,0,0,5,0,0,10,
2017/5/8,22:00,2774,0,1380,1405,,6,0,0,12,0,0,-27,
2017/5/8,23:00,2703,0,1356,1330,,6,0,0,4,0,0,7,
2017/5/9,0:00,2612,0,1326,1331,,6,0,0,1,0,0,-53,
2017/5/9,1:00,2730,0,1334,1424,,6,0,0,3,0,0,-37,
2017/5/9,2:00,2964,0,1400,1596,,6,0,0,5,0,0,-44,
2017/5/9,3:00,3060,0,1465,1630,,6,0,0,6,0,0,-47,
2017/5/9,4:00,3048,0,1465,1624,,6,0,0,12,0,0,-59,
2017/5/9,5:00,2875,0,1462,1428,,6,16,0,16,0,0,-53,
2017/5/9,6:00,2859,0,1467,1381,,6,47,0,20,0,0,-63,
2017/5/9,7:00,2911,0,1526,1338,,6,97,0,21,0,0,-78,
2017/5/9,8:00,3100,0,1548,1478,,6,156,0,15,0,0,-103,
2017/5/9,9:00,3301,0,1621,1570,,6,210,0,9,0,0,-115,
2017/5/9,10:00,3331,0,1623,1460,,6,231,0,6,0,0,6,
2017/5/9,11:00,3332,0,1549,1594,,6,235,0,5,0,0,-57,
2017/5/9,12:00,3131,0,1606,1371,,6,195,0,7,0,0,-53,
2017/5/9,13:00,3354,0,1689,1610,,7,140,0,6,0,0,-98,
2017/5/9,14:00,3395,0,1714,1791,,7,130,0,3,0,0,-250,
2017/5/9,15:00,3364,0,1746,1764,,6,84,0,4,0,0,-240,
2017/5/9,16:00,3382,0,1775,1791,,6,38,0,3,0,0,-231,
2017/5/9,17:00,3324,0,1712,1637,,6,12,0,5,0,0,-49,
2017/5/9,18:00,3309,0,1618,1693,,7,2,0,8,0,0,-18,
2017/5/9,19:00,3238,0,1614,1667,,7,0,0,9,0,0,-59,
2017/5/9,20:00,3115,0,1603,1489,,7,0,0,12,0,0,5,
2017/5/9,21:00,2989,0,1474,1413,,6,0,0,25,0,0,71,
2017/5/9,22:00,2896,0,1481,1368,,6,0,0,33,0,0,8,
2017/5/9,23:00,2817,0,1499,1282,,6,0,0,30,0,0,0,
2017/5/10,0:00,2739,0,1480,1294,,6,0,0,34,0,0,-76,
2017/5/10,1:00,2819,0,1411,1360,,6,0,0,32,0,0,10,
2017/5/10,2:00,3066,0,1426,1562,,6,0,0,21,0,0,51,
2017/5/10,3:00,3162,0,1482,1595,,6,0,0,23,0,0,56,
2017/5/10,4:00,3113,0,1496,1537,,6,0,0,20,0,0,53,
2017/5/10,5:00,2971,0,1485,1405,,6,6,0,21,0,0,47,
2017/5/10,6:00,2908,0,1485,1321,,6,34,0,12,0,0,50,
2017/5/10,7:00,2973,0,1506,1337,,6,54,0,16,0,0,54,
2017/5/10,8:00,3207,0,1558,1545,,6,69,0,14,0,0,15,
2017/5/10,9:00,3397,0,1682,1577,,6,129,0,10,0,0,-7,
2017/5/10,10:00,3430,0,1622,1552,,6,206,0,10,0,0,35,
2017/5/10,11:00,3436,0,1611,1639,,6,205,0,11,0,0,-36,
2017/5/10,12:00,3211,0,1611,1515,,6,157,0,14,0,0,-93,
2017/5/10,13:00,3431,0,1675,1629,,7,138,0,22,0,0,-39,
2017/5/10,14:00,3446,0,1773,1620,,7,100,0,30,0,0,-83,
2017/5/10,15:00,3423,0,1778,1636,,7,69,0,30,0,0,-96,
2017/5/10,16:00,3447,0,1781,1658,,7,27,0,38,0,0,-63,
2017/5/10,17:00,3372,0,1785,1592,,6,8,0,36,0,0,-55,
2017/5/10,18:00,3361,0,1697,1678,,7,1,0,26,0,0,-47,
2017/5/10,19:00,3251,0,1601,1627,,7,0,0,16,0,0,0,
2017/5/10,20:00,3128,0,1448,1582,,7,0,0,20,0,0,71,
2017/5/10,21:00,3012,0,1433,1471,,7,0,0,23,0,0,78,
2017/5/10,22:00,2945,0,1457,1393,,6,0,0,26,0,0,64,
2017/5/10,23:00,2849,0,1380,1381,,6,0,0,38,0,0,43,
2017/5/11,0:00,2780,0,1322,1401,,6,0,0,48,0,0,3,
2017/5/11,1:00,2850,0,1326,1435,,6,0,0,53,0,0,30,
2017/5/11,2:00,3088,0,1372,1588,,6,0,0,50,0,0,72,
2017/5/11,3:00,3193,0,1424,1632,,6,0,0,55,0,0,76,
2017/5/11,4:00,3144,0,1449,1567,,6,1,0,70,0,0,52,
2017/5/11,5:00,2992,0,1399,1468,,6,8,0,80,0,0,30,
2017/5/11,6:00,2933,0,1360,1404,,6,29,0,82,0,0,53,
2017/5/11,7:00,2987,0,1362,1398,,6,74,0,74,0,0,74,
2017/5/11,8:00,3230,0,1456,1516,,6,107,0,58,0,0,86,
2017/5/11,9:00,3419,0,1557,1609,,6,193,0,44,0,0,11,
2017/5/11,10:00,3453,0,1644,1582,,6,167,0,35,0,0,19,
2017/5/11,11:00,3485,0,1658,1521,,6,280,0,26,0,0,-6,
2017/5/11,12:00,3238,0,1685,1285,,6,306,0,28,0,0,-71,
2017/5/11,13:00,3428,0,1662,1449,,7,300,0,32,0,0,-21,
2017/5/11,14:00,3476,0,1658,1582,,6,288,0,34,0,0,-94,
2017/5/11,15:00,3426,0,1687,1636,,7,217,0,32,0,0,-153,
2017/5/11,16:00,3436,0,1757,1641,,7,100,0,31,0,0,-98,
2017/5/11,17:00,3345,0,1879,1506,,6,37,0,26,0,0,-109,
2017/5/11,18:00,3338,0,1808,1610,,7,4,0,23,0,0,-113,
2017/5/11,19:00,3266,0,1664,1616,,7,0,0,24,0,0,-45,
2017/5/11,20:00,3150,0,1566,1528,,7,0,0,27,0,0,23,
2017/5/11,21:00,3017,0,1506,1421,,7,0,0,31,0,0,52,
2017/5/11,22:00,2946,0,1460,1424,,6,0,0,31,0,0,24,
2017/5/11,23:00,2860,0,1389,1387,,6,0,0,33,0,0,45,
2017/5/12,0:00,2781,0,1358,1361,,6,0,0,30,0,0,26,
2017/5/12,1:00,2848,0,1355,1423,,6,0,0,28,0,0,36,
2017/5/12,2:00,3098,0,1393,1620,,6,0,0,24,0,0,54,
2017/5/12,3:00,3192,0,1454,1656,,6,0,0,23,0,0,53,
2017/5/12,4:00,3163,0,1432,1648,,6,1,0,25,0,0,52,
2017/5/12,5:00,2986,0,1406,1499,,6,13,0,23,0,0,39,
2017/5/12,6:00,2909,0,1392,1383,,6,60,0,31,0,0,37,
2017/5/12,7:00,2937,0,1405,1345,,6,161,0,20,0,0,0,
2017/5/12,8:00,3214,0,1494,1521,,6,293,0,17,0,0,-116,
2017/5/12,9:00,3426,0,1537,1573,,6,403,0,15,0,0,-108,
2017/5/12,10:00,3518,0,1479,1623,,6,495,0,10,0,0,-94,
2017/5/12,11:00,3578,0,1461,1659,,6,480,0,10,0,0,-38,
2017/5/12,12:00,3328,0,1452,1579,,6,331,0,10,0,0,-50,
2017/5/12,13:00,3533,0,1762,1622,,6,194,0,10,0,0,-61,
2017/5/12,14:00,3537,0,1932,1590,,6,133,0,8,0,0,-132,
2017/5/12,15:00,3501,0,1880,1652,,6,104,0,4,0,0,-146,
2017/5/12,16:00,3454,0,1810,1665,,6,55,0,2,0,0,-83,
2017/5/12,17:00,3347,0,1744,1660,,6,24,0,1,0,0,-88,
2017/5/12,18:00,3342,0,1742,1748,,6,3,0,0,0,0,-158,
2017/5/12,19:00,3252,0,1667,1664,,6,0,0,3,0,0,-89,
2017/5/12,20:00,3127,0,1585,1529,,6,0,0,9,0,0,-2,
2017/5/12,21:00,3009,0,1380,1544,,6,0,0,16,0,0,64,
2017/5/12,22:00,2902,0,1331,1541,,6,0,0,25,0,0,0,
2017/5/12,23:00,2809,0,1322,1455,,6,0,0,19,0,0,6,
2017/5/13,0:00,2709,0,1324,1396,,6,0,0,20,0,0,-37,
2017/5/13,1:00,2783,0,1329,1438,,6,0,0,26,0,0,-16,
2017/5/13,2:00,2987,0,1332,1637,,6,0,0,12,0,0,1,
2017/5/13,3:00,3102,0,1333,1764,,6,0,0,8,0,0,-9,
2017/5/13,4:00,3037,0,1331,1691,,6,0,0,25,0,0,-16,
2017/5/13,5:00,2863,0,1330,1524,,6,3,0,31,0,0,-31,
2017/5/13,6:00,2731,0,1322,1365,,6,8,0,51,0,0,-22,
2017/5/13,7:00,2756,0,1327,1388,,6,24,0,47,0,0,-37,
2017/5/13,8:00,2907,0,1328,1547,,6,47,0,37,0,0,-58,
2017/5/13,9:00,3045,0,1365,1561,,6,71,0,30,0,0,13,
2017/5/13,10:00,3041,0,1354,1540,,6,115,0,17,0,0,9,
2017/5/13,11:00,3062,0,1347,1588,,6,128,0,10,0,0,-17,
2017/5/13,12:00,2946,0,1320,1495,,6,135,0,5,0,0,-16,
2017/5/13,13:00,2980,0,1322,1518,,6,151,0,4,0,0,-21,
2017/5/13,14:00,2948,0,1319,1517,,6,131,0,1,0,0,-26,
2017/5/13,15:00,2931,0,1323,1538,,6,84,0,0,0,0,-19,
2017/5/13,16:00,2924,0,1322,1574,,6,48,0,0,0,0,-26,
2017/5/13,17:00,2928,0,1319,1672,,6,20,0,1,0,0,-89,
2017/5/13,18:00,2881,0,1242,1833,,6,5,0,2,0,0,-207,
2017/5/13,19:00,2890,0,1266,1786,,6,1,0,3,0,0,-171,
2017/5/13,20:00,2778,0,1243,1735,,6,0,0,5,0,0,-211,
2017/5/13,21:00,2724,0,1269,1498,,6,0,0,12,0,0,-60,
2017/5/13,22:00,2611,0,1270,1402,,6,0,0,22,0,0,-89,
2017/5/13,23:00,2546,0,1272,1301,,6,0,0,29,0,0,-62,
2017/5/14,0:00,2453,0,1271,1318,,6,0,0,28,0,0,-171,
2017/5/14,1:00,2510,0,1273,1339,,6,0,0,32,0,0,-140,
2017/5/14,2:00,2699,0,1273,1471,,6,0,0,27,0,0,-78,
2017/5/14,3:00,2830,0,1278,1612,,6,0,0,22,0,0,-88,
2017/5/14,4:00,2786,0,1278,1559,,6,1,0,22,0,0,-79,
2017/5/14,5:00,2600,0,1263,1395,,6,20,0,26,0,0,-110,
2017/5/14,6:00,2387,0,1035,1371,,6,55,0,18,0,0,-99,
2017/5/14,7:00,2353,0,892,1443,,6,105,0,22,0,0,-115,
2017/5/14,8:00,2402,0,931,1386,,6,199,0,25,0,0,-145,
2017/5/14,9:00,2476,0,945,1374,,6,298,0,14,0,0,-162,
2017/5/14,10:00,2500,0,868,1364,,6,392,0,16,0,0,-147,
2017/5/14,11:00,2590,0,866,1395,,6,495,0,16,0,0,-188,
2017/5/14,12:00,2566,0,916,1456,,6,450,0,15,0,-118,-159,
2017/5/14,13:00,2566,0,970,1585,,6,395,0,13,0,-120,-283,
2017/5/14,14:00,2559,0,870,1722,,6,354,0,8,0,-62,-340,
2017/5/14,15:00,2536,0,1004,1613,,6,243,0,7,0,0,-337,
2017/5/14,16:00,2565,0,1097,1596,,6,154,0,7,0,0,-295,
2017/5/14,17:00,2660,0,1102,1682,,6,59,0,4,0,0,-193,
2017/5/14,18:00,2757,0,1204,1632,,6,9,0,2,0,0,-96,
2017/5/14,19:00,2781,0,1264,1623,,6,0,0,4,0,0,-117,
2017/5/14,20:00,2696,0,1268,1584,,6,0,0,7,0,0,-169,
2017/5/14,21:00,2591,0,1267,1553,,6,0,0,7,0,0,-241,
2017/5/14,22:00,2477,0,1280,1442,,6,0,0,5,0,0,-257,
2017/5/14,23:00,2395,0,1336,1251,,6,0,0,6,0,0,-204,
2017/5/15,0:00,2318,0,1291,1246,,6,0,0,7,0,0,-231,
2017/5/15,1:00,2416,0,1281,1297,,6,0,0,7,0,0,-176,
2017/5/15,2:00,2651,0,1332,1413,,6,0,0,10,0,0,-109,
2017/5/15,3:00,2780,0,1356,1518,,6,0,0,10,0,0,-109,
2017/5/15,4:00,2769,0,1342,1525,,6,1,0,12,0,0,-117,
2017/5/15,5:00,2658,0,1315,1415,,6,21,0,14,0,0,-113,
2017/5/15,6:00,2618,0,1267,1357,,6,81,0,8,0,0,-101,
2017/5/15,7:00,2738,0,1286,1353,,6,167,0,10,0,0,-83,
2017/5/15,8:00,3088,0,1351,1462,,6,274,0,20,0,0,-25,
